Data,Cidade,Condicao_do_Tempo_Prevista,Temperatura_Tendencia,Temperatura_Minima,Temperatura_Maxima,Vento_Velocidade_Minima,Vento_Velocidade_Maxima,Vento_Direcao,Vento_Intensidade
28/10/2022,Oiapoque - AP,Parcialmente nublado a nublado com chuva e trovoadas a tarde,Estavel,25,31,60,100,SE - E,Fracos/Moderados
29/10/2022,Oiapoque - AP,Parcialmente nublado a nublado com chuva e trovoadas a tarde,Estavel,25,31,60,100,SE - E,Fracos/Moderados
30/10/2022,Oiapoque - AP,Parcialmente nublado a nublado com chuva pela manha e a tarde,Estavel,25,31,60,100,SE - E,Fracos/Moderados
31/10/2022,Oiapoque - AP,Claro a nublado,Elevacao,25,34,50,95,SE - E,Fracos/Moderados
04/10/2022,Oriximina - PA,Claro a nublado com pancadas de chuva pela manha,Estavel,24,31,50,95,NE - SE,Fracos/Moderados
05/10/2022,Oriximina - PA,Parcialmente nublado a nublado com pancadas de chuva a noite,Estavel,24,32,55,95,NE - SE,Fracos/Moderados
06/10/2022,Oriximina - PA,Parcialmente nublado a nublado com pancadas de chuva a noite,Estavel,24,32,55,95,NE - SE,Fracos/Moderados
07/10/2022,Oriximina - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a noite,Estavel,24,33,55,90,NE - SE,Fracos/Moderados
08/10/2022,Oriximina - PA,Parcialmente nublado a nublado,Estavel,22,33,55,90,NE - SE,Fracos/Moderados
09/10/2022,Oriximina - PA,Claro a nublado,Estavel,24,34,55,90,NE - SE,Fracos/Moderados
10/10/2022,Oriximina - PA,Poucas nuvens a encoberto com pancadas de chuva isoladas a tarde e a noite,Declinio,24,33,60,100,SE - NE,Fracos/Moderados
11/10/2022,Oriximina - PA,Nublado a parcialmente nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,32,55,100,SE - NE,Fracos/Moderados
13/10/2022,Oriximina - PA,Parcialmente nublado a nublado com chuva e trovoadas a tarde e a noite,Elevacao,23,34,55,100,SE - NE,Fracos/Moderados
14/10/2022,Oriximina - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a noite,Estavel,22,34,45,95,SE - NE,Fracos/Moderados
15/10/2022,Oriximina - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,23,34,60,95,SE - NE,Fracos/Moderados
16/10/2022,Oriximina - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,23,33,60,100,SE - NE,Fracos/Moderados
17/10/2022,Oriximina - PA,Parcialmente nublado a nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,33,65,100,SE - NE,Fracos/Moderados
18/10/2022,Oriximina - PA,Nublado a encoberto com chuva e trovoadas a qualquer hora do dia,Estavel,23,31,65,100,SE - NE,Fracos/Moderados
19/10/2022,Oriximina - PA,Encoberto a nublado com chuva e trovoadas na madrugada,Estavel,23,31,65,100,SE - NE,Fracos/Moderados
20/10/2022,Oriximina - PA,Encoberto a nublado com chuva e trovoadas na madrugada,Estavel,23,31,65,100,SE - NE,Fracos/Moderados
21/10/2022,Oriximina - PA,Encoberto a nublado com chuva e trovoadas na madrugada,Estavel,23,31,65,100,SE - NE,Fracos/Moderados
22/10/2022,Oriximina - PA,Encoberto a nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,31,65,100,SE - NE,Fracos/Moderados
23/10/2022,Oriximina - PA,Nublado a parcialmente nublado com chuva e trovoadas na madrugada,Estavel,23,31,65,100,SE - NE,Fracos/Moderados
24/10/2022,Oriximina - PA,Nublado a parcialmente nublado com chuva e trovoadas pela manha,Estavel,23,31,65,100,SE - NE,Fracos/Moderados
25/10/2022,Oriximina - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,23,34,55,100,SE - NE,Fracos/Moderados
26/10/2022,Oriximina - PA,Nublado a parcialmente nublado com chuva e trovoadas a qualquer hora do dia,Declinio,23,30,65,100,SE - NE,Fracos/Moderados
27/10/2022,Oriximina - PA,Parcialmente nublado a nublado com chuva e trovoadas a tarde,Elevacao,23,32,65,100,SE - NE,Fracos/Moderados
28/10/2022,Oriximina - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,32,55,100,SE - NE,Fracos/Moderados
29/10/2022,Oriximina - PA,Poucas nuvens a nublado,Estavel,23,32,60,100,SE - NE,Fracos/Moderados
30/10/2022,Oriximina - PA,Poucas nuvens a nublado,Estavel,23,33,55,100,SE - NE,Fracos/Moderados
31/10/2022,Oriximina - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a noite,Estavel,23,33,55,100,SE - NE,Fracos/Moderados
04/10/2022,Ourem - PA,Claro a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,22,33,50,95,SE - E,Fracos/Moderados
05/10/2022,Ourem - PA,Claro a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,22,33,50,95,SE - E,Fracos/Moderados
06/10/2022,Ourem - PA,Claro a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,22,33,50,95,SE - E,Fracos/Moderados
07/10/2022,Ourem - PA,Claro a parcialmente nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,22,33,50,95,SE - E,Fracos/Moderados
08/10/2022,Ourem - PA,Claro a parcialmente nublado com pancadas de chuva isoladas a tarde,Estavel,22,33,50,95,SE - E,Fracos/Moderados
09/10/2022,Ourem - PA,Claro a parcialmente nublado,Estavel,22,34,45,95,SE - E,Fracos/Moderados
10/10/2022,Ourem - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,25,34,50,95,SE - NE,Fracos/Moderados
11/10/2022,Ourem - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,34,50,100,E - NE,Fracos/Moderados
13/10/2022,Ourem - PA,Poucas nuvens a nublado,Estavel,23,34,50,95,E - NE,Fracos/Moderados
14/10/2022,Ourem - PA,Claro a nublado com pancadas de chuva e trovoadas a tarde,Estavel,23,34,50,95,E - NE,Fracos/Moderados
15/10/2022,Ourem - PA,Claro a nublado com pancadas de chuva e trovoadas a tarde,Estavel,23,33,55,100,E - NE,Fracos/Moderados
16/10/2022,Ourem - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,23,32,55,100,E - NE,Fracos/Moderados
17/10/2022,Ourem - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,32,55,100,E - NE,Fracos/Moderados
18/10/2022,Ourem - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,32,50,95,E - NE,Fracos/Moderados
19/10/2022,Ourem - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,32,50,95,E - NE,Fracos/Moderados
20/10/2022,Ourem - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,32,50,95,E - NE,Fracos/Moderados
21/10/2022,Ourem - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,32,50,95,E - NE,Fracos/Moderados
22/10/2022,Ourem - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,24,33,50,95,E - NE,Fracos/Moderados
23/10/2022,Ourem - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,24,33,50,95,E - NE,Fracos/Moderados
24/10/2022,Ourem - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,24,33,50,95,E - NE,Fracos/Moderados
25/10/2022,Ourem - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,23,34,50,95,E - NE,Fracos/Moderados
26/10/2022,Ourem - PA,Poucas nuvens a nublado com chuva e trovoadas a tarde,Estavel,23,33,60,100,E - NE,Fracos/Moderados
27/10/2022,Ourem - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,32,60,100,E - NE,Fracos/Moderados
28/10/2022,Ourem - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,32,55,100,E - NE,Fracos/Moderados
29/10/2022,Ourem - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,32,60,100,E - NE,Fracos/Moderados
30/10/2022,Ourem - PA,Poucas nuvens a nublado,Estavel,23,33,55,95,E - NE,Fracos/Moderados
31/10/2022,Ourem - PA,Poucas nuvens a nublado,Estavel,23,33,55,95,E - NE,Fracos/Moderados
04/10/2022,Ourilandia do Norte - PA,Claro a parcialmente nublado,Estavel,19,36,35,95,NE - SE,Fracos/Moderados
05/10/2022,Ourilandia do Norte - PA,Claro a parcialmente nublado,Estavel,20,35,40,95,NE - SE,Fracos/Moderados
06/10/2022,Ourilandia do Norte - PA,Claro a parcialmente nublado,Estavel,20,35,40,95,NE - SE,Fracos/Moderados
07/10/2022,Ourilandia do Norte - PA,Claro a nublado,Estavel,21,33,40,95,NE - SE,Fracos/Moderados
08/10/2022,Ourilandia do Norte - PA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,21,34,40,95,NE - SE,Fracos/Moderados
09/10/2022,Ourilandia do Norte - PA,Claro a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,24,33,40,95,NE - SE,Fracos/Moderados
10/10/2022,Ourilandia do Norte - PA,Poucas nuvens a parcialmente nublado com chuva em areas isoladas a qualquer hora do dia,Estavel,24,34,40,95,NE - SE,Fracos/Moderados
11/10/2022,Ourilandia do Norte - PA,Nublado a parcialmente nublado com chuva e trovoadas a qualquer hora do dia,Estavel,24,32,60,100,SE - NE,Fracos/Moderados
13/10/2022,Ourilandia do Norte - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,32,60,100,SE - NE,Fracos/Moderados
14/10/2022,Ourilandia do Norte - PA,Poucas nuvens a nublado,Estavel,24,34,60,95,SE - NE,Fracos/Moderados
15/10/2022,Ourilandia do Norte - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,24,33,60,100,SE - NE,Fracos/Moderados
16/10/2022,Ourilandia do Norte - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,24,34,60,100,SE - NE,Fracos/Moderados
17/10/2022,Ourilandia do Norte - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,24,34,65,100,SE - NE,Fracos/Moderados
18/10/2022,Ourilandia do Norte - PA,Poucas nuvens a nublado,Estavel,22,34,55,95,SE - NE,Fracos/Moderados
19/10/2022,Ourilandia do Norte - PA,Poucas nuvens a nublado,Estavel,22,34,55,95,SE - NE,Fracos/Moderados
20/10/2022,Ourilandia do Norte - PA,Poucas nuvens a nublado,Estavel,22,34,55,95,SE - NE,Fracos/Moderados
21/10/2022,Ourilandia do Norte - PA,Poucas nuvens a nublado,Estavel,22,33,45,95,SE - NE,Fracos/Moderados
22/10/2022,Ourilandia do Norte - PA,Encoberto a nublado com chuva e trovoadas a qualquer hora do dia,Estavel,22,31,55,100,SE - NE,Fracos/Moderados
23/10/2022,Ourilandia do Norte - PA,Encoberto a nublado com chuva e trovoadas a qualquer hora do dia,Estavel,21,30,60,100,SE - NE,Fracos/Moderados
24/10/2022,Ourilandia do Norte - PA,Parcialmente nublado a encoberto com chuva e trovoadas a tarde e a noite,Estavel,21,31,60,100,SE - NE,Fracos/Moderados
25/10/2022,Ourilandia do Norte - PA,Nublado a parcialmente nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,29,65,100,SW - NE,Fracos/Moderados
26/10/2022,Ourilandia do Norte - PA,Parcialmente nublado a nublado com chuva e trovoadas a tarde,Elevacao,23,34,60,100,SE - NE,Fracos/Moderados
27/10/2022,Ourilandia do Norte - PA,Nublado a parcialmente nublado com chuva e trovoadas a qualquer hora do dia,Declinio,23,30,60,100,SE - NE,Fracos/Moderados
28/10/2022,Ourilandia do Norte - PA,Nublado a parcialmente nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,30,65,100,SE - NE,Fracos/Moderados
29/10/2022,Ourilandia do Norte - PA,Nublado a parcialmente nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,30,65,100,SE - NE,Fracos/Moderados
30/10/2022,Ourilandia do Norte - PA,Nublado a parcialmente nublado com chuva e trovoadas a qualquer hora do dia,Elevacao,23,32,65,100,SE - NE,Fracos/Moderados
31/10/2022,Ourilandia do Norte - PA,Nublado a parcialmente nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,31,65,100,SE - NE,Fracos/Moderados
04/10/2022,Ouro Preto do Oeste - RO,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,22,36,45,95,NW - N,Fracos
05/10/2022,Ouro Preto do Oeste - RO,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,22,37,40,90,NW - N,Fracos
06/10/2022,Ouro Preto do Oeste - RO,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,37,45,95,NW - NE,Fracos
07/10/2022,Ouro Preto do Oeste - RO,Nublado a encoberto com pancadas de chuva e trovoadas,Declinio,23,32,55,100,SE,Fracos/Moderados
08/10/2022,Ouro Preto do Oeste - RO,Nublado a encoberto com chuva,Estavel,21,31,60,100,NW - NE,Fracos
09/10/2022,Ouro Preto do Oeste - RO,Nublado com pancadas de chuva e trovoadas,Estavel,22,33,50,95,SW - W,Fracos
10/10/2022,Ouro Preto do Oeste - RO,Nublado com pancadas de chuva e trovoadas,Estavel,23,33,50,95,SW - W,Fracos
11/10/2022,Ouro Preto do Oeste - RO,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,34,50,95,NE,Fracos
12/10/2022,Ouro Preto do Oeste - RO,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,34,50,95,NE,Fracos
13/10/2022,Ouro Preto do Oeste - RO,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,33,55,95,NE,Fracos
14/10/2022,Ouro Preto do Oeste - RO,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,33,55,95,NE,Fracos
15/10/2022,Ouro Preto do Oeste - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a qualquer hora do dia,Estavel,22,32,60,100,NE,Fracos
16/10/2022,Ouro Preto do Oeste - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,33,60,100,NE,Fracos
17/10/2022,Ouro Preto do Oeste - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,24,34,55,95,NE,Fracos
18/10/2022,Ouro Preto do Oeste - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,23,32,55,95,NE,Fracos
19/10/2022,Ouro Preto do Oeste - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,23,32,55,95,NE,Fracos
20/10/2022,Ouro Preto do Oeste - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,23,32,50,90,NE,Fracos
21/10/2022,Ouro Preto do Oeste - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,23,32,50,90,NE,Fracos
22/10/2022,Ouro Preto do Oeste - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,25,33,50,90,NE,Fracos
23/10/2022,Ouro Preto do Oeste - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,25,33,50,90,NE,Fracos
24/10/2022,Ouro Preto do Oeste - RO,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas entre o final da tarde e o inicio da noite,Estavel,25,33,50,90,NE,Fracos
25/10/2022,Ouro Preto do Oeste - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,22,32,55,100,NW - NE,Fracos
26/10/2022,Ouro Preto do Oeste - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,35,50,95,NW - NE,Fracos
27/10/2022,Ouro Preto do Oeste - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,35,50,95,NE - N,Fracos
28/10/2022,Ouro Preto do Oeste - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,35,50,95,NW - NE,Fracos
29/10/2022,Ouro Preto do Oeste - RO,Nublado com pancadas de chuva e trovoadas,Estavel,23,33,60,100,NW - NE,Fracos
30/10/2022,Ouro Preto do Oeste - RO,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,23,34,55,100,NW - N,Fracos
04/10/2022,Pacaja - PA,Claro a nublado,Estavel,24,35,40,95,E - SE,Fracos/Moderados
05/10/2022,Pacaja - PA,Nublado a parcialmente nublado com chuva na madrugada,Estavel,24,33,50,95,E - SE,Fracos/Moderados
06/10/2022,Pacaja - PA,Nublado a parcialmente nublado com chuva na madrugada,Estavel,24,33,50,95,E - SE,Fracos/Moderados
07/10/2022,Pacaja - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a noite,Estavel,23,34,45,90,E - SE,Fracos/Moderados
08/10/2022,Pacaja - PA,Poucas nuvens a nublado,Estavel,22,35,40,90,E - SE,Fracos/Moderados
09/10/2022,Pacaja - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,24,32,50,100,E - SE,Fracos/Moderados
10/10/2022,Pacaja - PA,Poucas nuvens a encoberto com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,24,34,60,100,NE - SE,Fracos/Moderados
11/10/2022,Pacaja - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde,Estavel,24,33,50,100,E - NE,Fracos/Moderados
13/10/2022,Pacaja - PA,Poucas nuvens a nublado,Estavel,24,34,50,100,E - NE,Fracos/Moderados
14/10/2022,Pacaja - PA,Poucas nuvens a nublado,Estavel,25,35,45,100,E - NE,Fracos/Moderados
15/10/2022,Pacaja - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,24,34,55,95,E - NE,Fracos/Moderados
16/10/2022,Pacaja - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,24,33,55,100,E - NE,Fracos/Moderados
17/10/2022,Pacaja - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,24,33,55,100,E - NE,Fracos/Moderados
18/10/2022,Pacaja - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,24,33,55,100,E - NE,Fracos/Moderados
19/10/2022,Pacaja - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,24,33,55,100,E - NE,Fracos/Moderados
20/10/2022,Pacaja - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,24,33,55,100,E - NE,Fracos/Moderados
21/10/2022,Pacaja - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,24,33,55,100,E - NE,Fracos/Moderados
22/10/2022,Pacaja - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,24,33,55,95,E - NE,Fracos/Moderados
23/10/2022,Pacaja - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a noite,Estavel,24,33,55,95,E - NE,Fracos/Moderados
24/10/2022,Pacaja - PA,Nublado a parcialmente nublado com pancadas de chuva e trovoadas na madrugada,Estavel,24,33,60,100,E - NE,Fracos/Moderados
25/10/2022,Pacaja - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,24,34,50,100,E - NE,Fracos/Moderados
26/10/2022,Pacaja - PA,Nublado a parcialmente nublado com chuva e trovoadas a qualquer hora do dia,Declinio,23,32,65,100,E - NE,Fracos/Moderados
27/10/2022,Pacaja - PA,Nublado a parcialmente nublado com chuva e trovoadas a qualquer hora do dia,Estavel,24,31,60,100,E - NE,Fracos/Moderados
28/10/2022,Pacaja - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Elevacao,24,33,55,100,E - NE,Fracos/Moderados
29/10/2022,Pacaja - PA,Poucas nuvens a nublado,Estavel,24,33,60,100,E - NE,Fracos/Moderados
30/10/2022,Pacaja - PA,Poucas nuvens a nublado,Estavel,24,33,60,100,E - NE,Fracos/Moderados
31/10/2022,Pacaja - PA,Poucas nuvens a nublado,Estavel,24,33,60,100,E - NE,Fracos/Moderados
04/10/2022,Pacaraima - RR,Parcialmente nublado a nublado com chuva,Estavel,18,25,65,95,S - NW,Fracos
05/10/2022,Pacaraima - RR,Encoberto a nublado com chuva,Estavel,19,27,65,95,SE - NW,Fracos
06/10/2022,Pacaraima - RR,Nublado a parcialmente nublado com chuva,Estavel,19,26,65,95,SE - N,Fracos/Moderados
07/10/2022,Pacaraima - RR,Poucas nuvens a parcialmente nublado com chuva em areas isoladas,Estavel,19,30,50,95,NW - SE,Fracos
08/10/2022,Pacaraima - RR,Claro a poucas nuvens,Estavel,19,30,50,80,SE - S,Fracos
09/10/2022,Pacaraima - RR,Claro a poucas nuvens,Estavel,19,30,50,80,SE - N,Fracos/Moderados
10/10/2022,Pacaraima - RR,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,19,29,55,85,SE - E,Fracos
11/10/2022,Pacaraima - RR,Poucas nuvens a nublado com chuva,Estavel,19,26,60,90,SE - NE,Fracos
12/10/2022,Pacaraima - RR,Poucas nuvens a nublado com pancadas de chuva,Estavel,18,28,55,95,SE - NW,Fracos
13/10/2022,Pacaraima - RR,Nublado com chuva,Estavel,19,26,65,95,SE - N,Fracos
14/10/2022,Pacaraima - RR,Parcialmente nublado a nublado com chuva,Estavel,19,26,70,95,SE - NE,Fracos
15/10/2022,Pacaraima - RR,Parcialmente nublado a nublado com chuva e trovoadas,Estavel,19,26,65,95,SE - N,Fracos
16/10/2022,Pacaraima - RR,Poucas nuvens a nublado com chuva,Estavel,19,27,65,95,N - SE,Fracos
17/10/2022,Pacaraima - RR,Parcialmente nublado a nublado com chuva,Estavel,19,26,65,95,NE - SE,Fracos
18/10/2022,Pacaraima - RR,Nublado com chuva e trovoadas,Estavel,19,26,65,95,NE - SE,Fracos
19/10/2022,Pacaraima - RR,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,19,27,65,95,NE - SE,Fracos/Moderados
20/10/2022,Pacaraima - RR,Parcialmente nublado a nublado com chuva e trovoadas,Estavel,20,27,65,95,NE - SE,Fracos
21/10/2022,Pacaraima - RR,Poucas nuvens a nublado com pancadas de chuva,Estavel,20,29,60,95,N - SE,Fracos/Moderados
22/10/2022,Pacaraima - RR,Poucas nuvens a parcialmente nublado com chuva em areas isoladas,Estavel,19,29,60,95,N - SE,Fracos/Moderados
23/10/2022,Pacaraima - RR,Poucas nuvens a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,20,29,55,95,N - SE,Fracos/Moderados
24/10/2022,Pacaraima - RR,Parcialmente nublado a nublado com chuva,Estavel,20,35,70,95,S - W,Fracos
25/10/2022,Pacaraima - RR,Parcialmente nublado a nublado com chuva,Estavel,20,35,70,95,S - W,Fracos
26/10/2022,Pacaraima - RR,Parcialmente nublado a nublado com chuva,Estavel,20,25,70,95,S - W,Fracos
27/10/2022,Pacaraima - RR,Parcialmente nublado a nublado com chuva,Estavel,19,24,65,95,SE - N,Fracos
28/10/2022,Pacaraima - RR,Encoberto a nublado com chuva,Estavel,20,24,75,95,SE - N,Fracos
29/10/2022,Pacaraima - RR,Parcialmente nublado a nublado com chuva em areas isoladas,Estavel,20,27,65,95,SE - N,Fracos
30/10/2022,Pacaraima - RR,Parcialmente nublado a nublado com chuva,Estavel,20,26,70,95,SE - N,Fracos
04/10/2022,Paco do Lumiar - MA,Parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,26,33,50,95,E - NE,Fracos/Moderados
05/10/2022,Paco do Lumiar - MA,Claro a parcialmente nublado,Estavel,26,33,50,90,NE - E,Fracos/Moderados
06/10/2022,Paco do Lumiar - MA,Claro a parcialmente nublado,Estavel,26,33,50,90,NE - E,Fracos/Moderados
07/10/2022,Paco do Lumiar - MA,Claro a parcialmente nublado,Estavel,26,33,50,90,NE - E,Fracos/Moderados
08/10/2022,Paco do Lumiar - MA,Poucas nuvens a parcialmente nublado,Estavel,26,32,55,95,NE - E,Fracos/Moderados
09/10/2022,Paco do Lumiar - MA,Claro a parcialmente nublado,Estavel,26,33,50,90,NE - E,Fracos/Moderados
10/10/2022,Paco do Lumiar - MA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,26,32,55,95,NE - E,Fracos/Moderados
11/10/2022,Paco do Lumiar - MA,Poucas nuvens a nublado,Estavel,26,33,55,95,NE - E,Fracos/Moderados
12/10/2022,Paco do Lumiar - MA,Poucas nuvens a nublado,Estavel,27,33,50,95,NE - E,Fracos/Moderados
13/10/2022,Paco do Lumiar - MA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,27,33,50,95,NE - E,Fracos/Moderados
14/10/2022,Paco do Lumiar - MA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,27,33,50,95,NE - E,Fracos/Moderados
15/10/2022,Paco do Lumiar - MA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,27,33,50,95,NE - E,Fracos/Moderados
16/10/2022,Paco do Lumiar - MA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,27,33,50,95,NE - E,Fracos/Moderados
17/10/2022,Paco do Lumiar - MA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,27,33,50,95,NE - E,Fracos/Moderados
18/10/2022,Paco do Lumiar - MA,Claro a nublado com pancadas de chuva isoladas a tarde,Estavel,25,33,60,95,SE - E,Fracos/Moderados
19/10/2022,Paco do Lumiar - MA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,25,33,60,95,SE - E,Fracos/Moderados
20/10/2022,Paco do Lumiar - MA,Claro a nublado,Estavel,24,33,60,95,SE - E,Fracos/Moderados
21/10/2022,Paco do Lumiar - MA,Claro a nublado com pancadas de chuva e trovoadas a tarde,Estavel,24,32,65,95,SE - E,Fracos/Moderados
22/10/2022,Paco do Lumiar - MA,Claro a nublado,Estavel,24,32,65,95,SE - E,Fracos/Moderados
23/10/2022,Paco do Lumiar - MA,Claro a nublado,Estavel,24,32,65,95,SE - E,Fracos/Moderados
24/10/2022,Paco do Lumiar - MA,Claro a nublado,Estavel,25,32,65,95,SE - E,Fracos/Moderados
25/10/2022,Paco do Lumiar - MA,Poucas nuvens a parcialmente nublado,Estavel,25,31,65,95,SE - E,Fracos/Moderados
26/10/2022,Paco do Lumiar - MA,Poucas nuvens a parcialmente nublado,Estavel,25,31,65,95,SE - E,Fracos/Moderados
27/10/2022,Paco do Lumiar - MA,Poucas nuvens a parcialmente nublado,Estavel,25,31,65,95,SE - E,Fracos/Moderados
28/10/2022,Paco do Lumiar - MA,Poucas nuvens a parcialmente nublado,Estavel,26,32,65,95,SE - E,Fracos/Moderados
